label,featureA,featureB
2,0.709404,1.45468
2,-0.942649,-0.467262
1,0.105002,0.812238
2,0.552693,1.67078
2,-0.809482,0.00286562
2,0.922997,0.182765
2,-0.169605,0.99837
1,-0.059543,-0.469032
1,0.250276,-0.514156
2,-0.602111,-1.1243
2,2.06137,-0.184808
2,-0.381607,-0.233521
2,0.848354,-0.459758
2,-0.691372,-0.582187
2,-0.633296,-0.94198
2,-0.28285,-0.511187
2,0.130874,-1.13104
2,0.381657,3.12908
2,-2.52157,0.72802
2,-0.232133,0.249685
2,-0.591455,-0.806571
2,0.19028,1.74684
2,0.409087,-1.33621
2,-0.568355,-0.224962
2,-0.608106,-0.00372514
1,0.238273,-0.485404
2,-1.62119,-1.04314
2,0.320185,1.18531
2,-1.23152,0.453647
2,0.798755,1.2572
2,-0.820076,0.79977
1,0.468062,-0.384324
2,0.315416,0.371654
1,0.0958156,-0.183517
2,-0.460361,-1.77768
2,-0.372651,-0.84693
2,-0.741644,-2.24133
2,-0.291445,-0.47511
2,-0.294647,-0.843573
2,-0.267059,0.328046
1,0.264331,0.431477
1,0.196069,-0.578797
2,0.677605,0.708845
1,0.0526873,-0.649946
2,1.49828,-0.562255
2,1.47093,-1.19614
2,-0.285434,-0.788356
2,0.49199,1.28485
2,-0.347316,0.611228
2,-0.163644,-0.297541
2,-1.41887,0.58785
2,-0.45311,0.147058
2,1.07482,0.0841518
2,0.468837,-1.759
2,-1.38929,-0.360713
2,-0.555307,0.617873
2,1.32874,-2.34907
2,-1.01414,-0.53192
2,2.28097,-0.572477
2,1.36624,-0.809791
2,-0.378776,-0.792257
2,1.71787,-0.831238
2,2.29072,1.0315
1,0.112196,0.644754
2,-0.672569,-0.667562
2,-0.227753,-1.19211
2,1.08794,-0.585447
2,-1.88001,1.38969
2,-1.45577,-0.762322
2,-1.56617,-1.14913
2,-0.411518,1.15621
2,-0.35501,0.346148
2,1.70431,-0.373731
2,1.679,-0.730345
2,-3.563,1.20486
2,-0.479134,-0.904676
2,-0.496964,-0.204251
2,0.015375,-1.07429
2,0.612083,1.39013
2,-0.260763,0.61858
2,-0.0836666,-1.56295
2,1.13971,-0.178433
2,0.762713,-2.18689
2,-0.737458,0.735546
2,0.127866,-1.35467
1,0.281654,-0.955302
2,0.93588,2.44708
1,0.363208,0.378068
1,-0.0452161,0.0572673
2,-0.642552,0.898556
2,-0.359726,-0.941826
2,1.4081,0.311904
2,-1.46142,-1.45824
2,0.806573,1.23226
2,-0.196987,0.678714
1,0.645886,0.497747
2,-2.18314,0.380625
2,-0.569756,-0.284622
2,-0.448539,0.433001
1,0.42341,0.653088
2,-0.020895,-1.2673
2,1.45285,0.121285
1,0.168294,0.697452
1,0.869332,0.183562
2,-0.0263954,-1.08428
2,0.549818,-1.3181
1,0.275023,-0.835751
2,0.857446,-0.811891
1,0.0825004,0.734102
1,0.645634,-0.00466532
2,-1.26177,2.70609
1,0.550858,-0.458931
2,-0.52326,-1.24674
2,0.0569005,-0.142203
2,-0.218935,0.909663
2,-0.310061,0.705163
2,0.267293,1.35265
1,0.384895,-0.0603063
2,-0.221906,0.266714
2,-0.0975818,0.195172
2,0.151269,-1.17221
2,1.2804,-0.399505
2,0.151297,-1.03278
2,-1.18116,-0.0711288
1,0.121038,0.118337
2,-1.53838,0.937384
2,-2.14508,0.200735
2,-0.967135,-0.0269852
1,0.45833,-0.868039
2,-0.80863,-1.0278
1,0.487319,0.501383
1,0.834632,-0.229266
2,0.964302,1.84577
2,-0.419679,-0.649388
2,0.388481,1.0056
2,-0.281777,0.462813
2,2.09247,0.0736961
2,1.23549,-0.533935
1,0.192408,-0.488363
2,-1.58382,-0.74446
2,-0.465472,0.775064
2,-0.205894,-0.402602
2,-1.53005,0.931964
2,-1.42275,0.378312
2,0.405131,-1.44728
2,2.45527,1.14467
2,-0.172271,0.453718
2,0.9566,1.60253
1,0.796987,0.0497356
1,0.154906,0.352002
2,-0.238381,0.370045
2,1.40254,-1.30628
2,-0.579602,1.65154
2,1.76878,-1.40986
1,0.115599,0.542936
2,-0.188354,-0.773175
2,-2.27108,-1.69948
2,-0.245668,-0.168191
1,0.49944,-0.564263
2,-0.76891,-0.8307
2,0.960326,0.28853
2,-0.13405,0.211112
2,2.45876,-0.450867
2,0.315981,1.04359
1,0.482406,-0.290839
2,-0.617843,-2.16586
2,-0.0164932,1.98103
1,0.184243,-0.540228
1,0.0105113,-0.0930848
2,0.487498,-1.80866
2,-1.63926,1.40879
2,-0.625244,0.621231
2,1.31742,-0.852996
2,-0.903845,1.31703
2,0.987234,-0.0652461
2,-0.224845,0.668353
2,-0.989743,-0.965572
2,0.147426,1.745
2,0.171064,-1.21416
2,1.62478,-0.534905
2,-0.233696,-0.0744255
2,1.34797,0.981855
2,0.883451,0.816385
2,1.29009,0.136913
2,-1.98815,0.393518
2,-0.360793,3.3305
1,0.559877,-0.567584
2,1.31714,-0.593983
2,-0.476939,1.12117
2,-0.524077,0.900638
1,0.320369,0.268608
2,-1.56182,-0.25267
1,0.515159,-0.784508
2,1.08209,1.0965
2,1.08165,0.23233
2,-1.04861,0.258491
2,-0.976023,0.487782
2,-0.798137,-1.3057
2,-0.319057,0.965418
1,0.0713294,0.626128
2,1.56294,2.25138
2,-0.659553,-3.18209
2,-0.488562,-1.96146
2,-0.474778,-0.593337
1,0.196852,0.511668
1,0.771474,0.0293138
2,-1.16173,-0.00813959
1,0.496517,0.740742
2,0.755769,-1.76984
2,-0.312994,-0.632075
2,1.76766,-0.714308
2,-0.38566,0.93736
1,0.0739339,-0.246903
2,1.42496,0.192702
2,-0.539486,0.939789
2,0.808544,0.600433
2,-0.918491,-0.956023
2,0.0341235,-1.15485
2,-2.0321,-1.23072
2,-2.19978,-0.181099
2,1.81041,0.858264
2,0.422893,1.1786
2,1.02164,-1.19789
1,0.83199,0.433663
2,-0.405407,-0.915886
2,0.724456,0.934254
2,-2.52701,0.16367
2,1.1745,1.05172
2,-0.433182,-2.11909
2,0.340162,1.22975
1,0.849507,-0.321654
2,0.075869,1.43516
2,-0.566529,0.258105
2,-0.661863,1.39061
2,0.223815,-1.26002
1,0.546448,0.682746
1,-0.0714195,0.3367
2,-0.359913,0.555903
2,2.374,1.04338
2,-0.0479494,0.444846
2,-1.13444,-0.0417575
2,1.48537,0.383579
2,1.2276,1.12195
1,0.414248,0.811694
2,0.38892,1.36294
2,-0.794141,-0.913039
2,0.806971,0.56446
2,1.1023,0.742312
2,-0.518227,-0.732639
2,-1.45522,1.71271
2,1.7292,1.80932
2,-0.40295,1.38217
2,-1.32743,0.679316
1,0.733653,-0.584641
2,1.91338,-0.335841
2,0.26646,1.22874
2,-0.199963,-0.415461
2,-0.442402,-0.820658
2,-0.792248,-1.51527
2,-0.169462,1.45966
2,-0.253634,1.09959
2,1.35984,1.32411
2,-0.32767,0.142823
1,0.334429,0.16376
2,0.557201,0.82708
1,0.444927,0.1829
2,1.13166,-0.426338
2,-0.703807,0.82621
1,0.767499,0.0918041
2,-0.713225,-1.68769
2,-0.662114,-1.1237
2,-0.403134,-0.858254
2,0.714355,0.981173
1,-0.0393468,0.249187
2,-1.24214,-0.552101
2,-0.578977,-0.532895
2,-0.480907,-1.00938
2,1.18623,-0.72114
2,1.14032,1.36888
2,2.2631,1.59019
2,-1.22906,1.98464
2,-0.727209,-1.02474
2,0.574599,-1.85116
2,0.188619,-3.49457
2,-0.789976,-1.91991
1,0.855016,-0.396973
2,-0.041288,1.19613
2,1.03808,0.567681
2,-1.96507,1.1438
2,-0.332427,1.79297
2,1.89353,1.25515
2,1.12159,-1.2734
2,-1.22265,-0.347543
2,-0.135203,-1.19586
1,0.780251,0.451322
2,-1.0592,-1.36151
1,0.345833,-0.358418
2,0.292744,1.03038
2,-0.667922,0.0687327
2,-0.379629,-0.110154
2,0.306853,0.447166
2,-0.894769,0.386735
1,0.156529,-0.22486
2,0.166233,1.3852
2,0.999481,-0.0626096
2,-0.644291,-0.84551
1,0.127682,0.114161
2,1.25919,0.965636
2,1.23194,0.575714
2,0.236799,1.63059
2,-0.145248,-0.817782
2,1.85884,0.568563
2,-0.550047,1.29739
2,-0.979376,-0.964703
2,-0.922294,-0.333055
1,0.463358,0.668895
2,1.18128,-0.757337
2,-0.594118,-1.57845
2,-1.22348,0.460315
2,0.566879,2.20464
1,0.413018,-0.266169
2,1.64662,-0.552788
1,0.182062,0.473999
2,1.68966,1.1243
1,0.163905,-0.536618
2,-0.50281,1.68034
2,-0.0336373,1.1097
1,0.838077,-0.386707
2,1.50712,1.09669
2,-1.5843,-0.26811
2,-0.72034,0.740752
2,-0.869759,0.0430747
2,-0.273208,0.333042
2,1.01132,-0.928813
1,0.186514,0.0455055
1,0.123913,-0.0293197
1,0.0415109,0.422642
2,-0.887831,0.155874
2,-0.157405,-0.0483803
2,-0.383387,1.74198
2,-0.783977,1.58898
1,-0.0206896,0.0317857
2,-0.829078,-1.054
2,0.760659,-1.90471
2,-0.730852,-1.16291
2,-2.88523,0.798075
1,0.44115,0.623323
1,0.337446,-0.0151098
2,-0.287914,-0.128834
2,-1.5557,-1.10861
2,-1.64345,-1.10395
2,-1.19559,-2.48489
2,1.32981,-0.178999
2,1.2266,0.815089
1,0.0183976,-0.666052
1,0.655638,-0.236822
2,0.808512,0.925373
2,-1.23882,-1.1636
2,1.00827,-1.34437
2,0.784474,-1.10323
2,0.330011,-1.81543
2,-0.66489,0.0342337
2,-0.506494,0.72766
2,0.182539,1.59266
2,-0.631989,0.921402
2,-0.229512,-0.654193
1,0.0227506,0.842944
2,-0.509368,-1.20826
2,1.41392,0.0688855
2,-1.48079,0.784631
2,-0.39491,0.550649
2,1.80177,-0.293721
2,0.385988,-1.21516
1,0.382811,0.639912
1,0.284969,0.106867
2,-0.566196,-0.0572709
2,-0.125825,-0.470802
2,1.16863,1.32497
1,0.545151,0.749798
2,0.85453,-1.26943
1,0.668621,-0.579832
2,0.959795,-1.42342
2,-0.681448,-0.973086
2,-0.460806,0.0718981
2,-1.66896,0.705345
2,-1.49944,-0.260607
2,-0.0921108,1.40594
2,1.08382,2.74387
2,0.455269,-0.9708
2,0.553371,1.32608
2,1.34553,-0.779408
2,-0.162282,0.0471592
2,-0.258575,0.382107
2,-0.249461,-1.04311
2,-1.75771,-0.211566
2,-1.034,0.254746
1,0.317076,-0.150357
2,-1.22514,1.14254
2,-0.447029,-0.3336
2,0.107724,-1.57075
1,0.71548,0.374529
2,1.20391,0.261344
2,0.942469,0.882585
2,-1.41023,0.785347
2,-0.431525,1.42226
2,-0.444697,1.66172
2,1.5558,-0.596621
2,0.111958,-0.188028
2,-1.16832,0.852982
2,-0.387162,-0.265322
2,-1.19513,1.59094
2,0.251767,-1.36578
2,0.128637,-1.41759
2,1.43318,-1.36085
1,0.290062,-0.69936
2,1.914,-2.27843
2,-0.707075,0.672425
2,-0.68618,1.38209
2,-0.122158,-0.372046
2,-0.089583,0.810093
2,0.566584,-1.83919
2,-0.837175,0.406356
2,-0.924961,1.25616
2,-1.15202,-0.273022
2,-1.19291,-0.423935
2,-2.20906,0.860404
1,0.662924,-0.552278
2,1.61352,-0.057246
1,0.0887347,-0.191955
1,0.24917,0.134769
1,0.508829,-0.289363
2,0.150251,1.43503
2,0.918401,-1.07199
2,-1.79798,0.134974
1,0.391946,-0.193136
2,-0.952767,-1.94838
2,0.155938,-1.08797
2,-0.506114,0.261379
2,-1.0312,0.392993
1,0.453356,-0.455382
2,-0.409271,1.08461
2,-0.501657,0.923803
2,1.61062,0.228049
2,1.45421,1.62118
2,-0.276712,1.2412
2,2.66562,0.162323
2,-0.599149,-0.77269
2,-1.11689,-0.222277
2,0.756146,-1.36719
2,-0.4793,-0.0136498
1,0.0105963,0.818499
2,1.35308,-2.1414
2,-0.283961,-0.488421
2,-0.44714,0.0230745
1,0.518776,0.14468
1,0.121118,-0.668661
2,-1.71899,-0.379517
2,2.05887,-0.338702
2,-1.03922,0.856289
2,-0.798764,-1.72567
1,0.558841,-0.32042
2,1.40978,-0.12421
2,0.442216,-1.50038
2,1.26708,-0.532492
2,-1.91423,-0.688707
2,-1.19397,0.283263
2,2.16966,-0.164467
2,-0.715621,-0.063578
1,0.02892,0.332628
2,-1.13441,-4.40257
2,0.867076,2.38758
2,0.210253,1.67509
2,0.366652,-0.955909
2,-1.31329,-0.759698
1,0.544819,-0.18386
1,0.682629,0.360704
2,0.505856,-1.3498
2,-1.04021,-0.206902
2,-0.815544,-0.770238
2,-0.205305,-0.426522
2,1.57447,0.34231
1,-0.0244038,-0.418274
1,0.0720904,-0.444276
1,0.563726,-0.719112
1,0.0456031,-0.430878
2,0.712026,1.08719
2,1.52148,0.48656
1,0.579711,0.602934
2,0.248299,-0.854177
1,0.216066,-0.566268
2,1.72162,1.28963
2,-1.69356,-0.785939
2,-1.69234,1.62253
2,-0.246221,-0.346933
2,1.03567,-0.581027
2,-0.671248,-0.439817
1,0.131041,-0.356419
2,0.411616,1.4149
2,-1.45929,-0.653736
2,0.751689,-2.16057
2,1.58594,0.937515
2,0.860038,-1.03733
2,-0.982725,-1.93367
2,1.96063,0.890673
1,0.736243,0.0815832
2,0.888535,1.44725
1,0.136575,0.318539
2,0.232571,1.19002
2,-0.556681,-1.80696
1,0.37236,-0.00623552
2,0.392296,1.11
2,-0.724289,0.14453
2,-0.247844,1.12632
2,-1.23518,-1.01606
2,-0.673103,0.0330762
2,1.08459,0.34815
2,-0.113176,-0.259276
2,-0.437083,-0.302834
2,-0.999348,0.953978
2,-2.51047,1.64155
2,-1.70621,1.19666
1,0.0960831,-0.938501
2,-0.662478,-1.38266
1,0.255323,0.158266
2,-0.860293,1.35745
1,0.113096,-0.094963
2,-0.620497,-1.12232
2,-0.248542,0.3516
1,0.126461,0.110385
1,0.795582,-0.278407
2,-2.41716,1.87182
2,-0.70744,-1.30597
2,-0.947112,-0.540146
1,-0.0472842,-0.716814
2,0.266211,-0.626767
2,-0.529737,-1.50699
1,0.24257,0.119265
1,0.447269,0.854936
1,0.774054,-0.0119599
2,-1.5639,-1.11928
1,0.574965,-0.682034
2,-0.825706,0.15548
2,-0.733229,-0.0327907
2,0.536744,-1.09858
2,-0.628696,-1.21047
2,0.333745,-1.4974
2,-0.809014,0.828034
1,0.683538,-0.313235
1,0.0711643,0.0937976
2,-0.402313,1.88818
2,-0.648458,0.1569
2,0.0558009,1.47192
1,0.00786182,0.675327
2,-0.0854935,0.197115
2,-0.110786,-1.32183
2,1.41329,1.64085
1,0.571048,-0.206375
2,-1.18508,-0.706944
2,-0.78724,-1.76158
2,0.867549,0.511111
1,0.0473677,-0.309719
2,1.02397,-0.243454
2,1.81694,0.89867
2,0.909518,-0.719652
2,-1.81005,0.057116
2,-1.44158,-0.198643
2,0.122072,-1.83719
2,0.0977954,-1.91748
2,-0.0626,1.36079
2,-0.370684,0.327677
2,-0.180231,0.153898
2,-1.71443,0.406416
2,-1.23929,0.318629
2,-0.0877895,-0.00428958
2,0.201391,-0.706437
2,0.116736,-2.02298
2,2.05742,0.492149
2,-0.747199,1.10306
2,-0.944155,-1.45805
2,-0.752378,0.601272
2,-0.348271,1.33422
2,-0.474165,0.893819
2,0.876747,-0.505204
2,-0.628727,-0.411178
1,-0.0379145,-0.566726
2,0.408398,1.8195
2,-0.141225,0.583039
2,-1.59824,1.18965
2,0.314169,1.13112
2,0.349989,-1.10786
2,0.434656,1.52483
2,0.273959,2.88731
2,-0.224937,-0.951281
2,0.65416,-1.45286
2,1.86146,0.369837
2,0.255171,-1.68085
2,1.54783,0.742963
2,1.25661,0.310171
2,-1.31926,-1.27163
1,0.465091,0.47006
2,-0.577657,0.407851
1,0.751411,-0.093817
1,0.210012,-0.733694
2,-1.27041,1.02093
2,-0.697094,0.252895
2,1.02073,-0.662101
2,-0.550459,0.868722
2,0.164989,1.23052
2,0.942118,-0.0113555
2,-1.3365,0.832021
2,2.02361,0.772639
2,-0.77863,0.0659251
1,0.814022,-0.327602
2,-0.133046,0.269729
2,0.385457,-0.943167
2,1.01873,1.83581
2,-0.433221,-0.619255
1,0.867726,-0.27142
2,-3.67962,-1.75848
2,1.01967,1.09577
2,-1.8265,0.463746
2,-0.37309,-0.36307
1,-0.047401,0.813269
2,-1.72483,0.26102
2,-1.71414,-1.11804
2,0.640385,-0.981346
2,-1.02445,0.277411
2,-1.36291,-0.817487
2,-0.534046,0.279573
2,-0.6568,-0.322813
2,-0.422573,-1.46167
2,1.69984,1.30828
2,-1.13172,-0.899774
2,1.45557,0.42676
2,-1.19676,-0.207213
2,0.82258,1.8066
2,-0.767556,0.727456
2,-0.60268,-0.82955
2,0.443715,-0.476029
2,-1.20052,0.234113
2,0.8481,0.558165
1,0.695125,-0.270371
2,1.21816,-1.10813
2,-0.318897,0.634809
2,-1.27967,2.04133
2,2.47902,-0.819111
2,0.165191,-1.10633
2,-1.02324,0.906939
1,0.328546,0.00791437
2,-1.76886,0.206904
1,0.643044,0.340282
1,0.564156,0.473721
2,-2.77065,-0.415587
2,1.92157,-0.242054
2,-1.3165,-0.371447
2,-1.39706,1.32036
1,0.75641,0.0168828
2,-1.22614,0.431577
2,0.922241,0.515512
2,0.315073,1.29151
2,0.728418,-1.17759
2,-0.801759,0.764571
1,0.289584,-0.4709
2,-0.505446,1.82309
2,-0.907374,-0.354037
2,-0.806121,1.62057
2,1.44959,-0.583728
2,-0.369915,0.150958
2,-1.42903,0.00282406
2,-1.1159,1.45878
2,-0.697225,-1.02909
2,0.42937,0.945372
2,-0.541311,0.928151
2,-0.733595,-0.842299
2,0.8691,0.974354
2,0.94642,-1.95725
1,0.0793758,0.0143778
2,-1.25405,-0.30902
2,-0.612858,-1.49486
2,-0.433668,0.0629071
2,-1.31421,-1.85562
2,-0.800246,-0.255696
2,1.34017,1.32847
2,1.71096,-0.564792
2,-0.312313,1.20713
2,-2.04415,-1.10606
2,-0.754298,-0.552773
2,-0.190813,-1.75177
2,-1.8606,1.66914
2,0.429286,-1.46595
1,0.296029,0.788624
2,-1.09411,0.915766
2,0.656719,-2.51749
2,-0.197539,-0.608761
1,-0.0695132,-0.234361
2,-0.637468,0.00513581
1,0.611168,0.0340698
2,-0.463407,-0.462079
1,0.618222,0.53269
2,1.59811,-0.843475
2,-0.230458,0.814237
2,2.6975,0.628602
2,-1.50299,0.612708
2,2.23143,-1.65933
1,0.172888,0.845956
1,0.111741,0.678376
1,0.0207065,-0.412729
2,0.887584,-1.93248
1,0.10627,0.0253389
2,-0.892717,0.590963
2,0.400571,0.977632
2,-0.660703,-2.65002
2,0.421869,-0.954559
2,1.58713,0.656924
2,-0.749037,-0.692227
2,-0.762245,0.418683
2,-0.412312,0.107865
1,0.140134,0.614602
2,1.24553,-1.2527
2,-0.990768,0.344327
2,-0.543058,-0.986325
2,-0.569818,-0.820239
2,1.10303,0.383046
2,0.929627,1.11694
2,-1.11396,-0.55155
2,-0.716872,0.16607
2,-0.0414837,1.15649
2,-0.148758,-0.224666
2,-0.774292,0.502579
2,1.53385,0.244091
2,1.05629,-0.926616
2,-1.48809,0.890275
2,-0.602553,-1.63689
1,0.702728,0.167038
1,-0.0469996,-0.0344987
2,1.83965,1.06178
2,-0.906208,0.392418
2,-1.94948,-0.40054
2,-0.568764,-1.59933
2,-1.4229,-1.13517
2,-0.152621,-0.433479
1,0.127969,0.127442
2,-0.0904593,0.00651815
2,-2.26658,-0.247292
2,-0.652454,0.563214
1,0.0959717,0.352895
2,0.288718,1.12627
1,-0.0560139,-0.395605
2,-2.05552,-1.8761
2,-0.423716,-2.24581
2,2.15611,0.0958743
2,-0.0954048,0.00687833
2,2.25301,1.13072
1,0.376849,0.49826
1,0.481445,-0.613335
2,-0.99755,0.702063
2,-0.31413,-0.871388
2,0.574529,1.12746
2,-1.14531,-0.395551
2,1.63465,-1.05954
2,-0.780116,1.78468
2,0.270309,1.03425
2,1.10119,1.65161
2,-0.0850847,-0.376684
1,0.55159,-0.55387
2,-1.83513,-0.340955
2,-0.914667,-0.510851
2,-0.925752,0.459357
2,-1.16367,0.929271
2,0.00698066,0.214516
1,-0.0713961,-0.474212
1,0.684881,-0.111595
2,2.80373,0.231656
2,-0.351941,-1.41447
2,1.54283,1.51443
1,0.063654,1.00054
2,-0.693608,-0.576786
2,-1.56917,0.0244019
1,0.0238258,0.262865
2,-0.590825,0.748041
2,-0.813832,0.289827
2,-0.770031,0.309747
2,2.16005,0.12346
2,-0.448161,0.357791
2,1.35911,0.629611
2,0.308599,1.38733
1,0.805251,-0.32082
2,1.43968,-1.03872
2,-0.782273,0.661677
2,-0.108698,1.78289
2,0.955454,-0.142906
2,-0.410239,-0.311675
2,-1.1623,1.25088
1,0.615723,0.430967
2,-0.226441,-0.725846
2,0.562468,1.3333
2,-0.944602,0.1656
2,2.1783,0.798928
2,-1.13455,-1.89138
2,-1.00028,-1.62629
1,0.125337,-0.217046
2,-1.29671,0.369189
2,1.87604,0.348035
2,1.48097,0.45923
2,-1.93868,1.21693
2,1.04689,0.101482
1,0.356933,0.0993863
2,0.435559,-0.930647
2,-0.000144487,0.495182
2,-0.804331,-0.482178
1,0.0988042,0.220114
2,0.983005,-1.42849
2,1.38563,0.664277
2,-1.81291,-0.861394
2,-0.343863,0.634103
2,2.69233,-0.295688
2,0.234326,0.392229
2,-0.108612,0.28558
2,0.435985,0.948021
2,-0.721603,-0.513542
1,0.179514,0.305457
2,-1.03856,-2.1618
2,-0.271985,-0.0678106
1,0.448108,-0.504629
1,0.674825,0.109062
2,1.6756,-0.052248
2,-0.527687,0.93709
2,-0.845364,0.046902
2,-0.934885,0.0200056
2,-1.49537,0.278623
2,-1.19062,0.578846
2,0.969,-0.894256
2,0.829535,1.53835
2,1.39401,0.5853
1,0.053044,-0.18981
2,2.86897,-1.3536
2,-1.60287,0.304713
2,0.161885,1.01721
2,-1.27464,0.0556966
2,1.17532,-0.913666
2,0.231223,1.07183
2,-0.48854,0.583557
2,1.02322,-2.22728
1,0.299118,-0.191479
2,1.02005,-1.89356
2,-0.413321,-0.59669
2,-1.51924,-0.225053
2,-0.617382,-1.22375
2,-0.0846378,1.01718
2,-0.600166,0.336372
1,0.558874,-0.193446
2,0.439312,0.980063
